Scheme Code,Scheme Name,Net Asset Value,Repurchase Price,Sale Price,Date
Open Ended Schemes ( Income ),,,,,
Escorts Mutual Fund,,,,,
120828,Escorts Income Bond-Direct Plan,48.9749,48.73,48.9749,01-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9896,48.7447,48.9896,02-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.0213,48.7762,49.0213,03-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9941,48.7491,48.9941,06-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9766,48.7317,48.9766,07-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9811,48.7362,48.9811,08-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9665,48.7217,48.9665,09-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9249,48.6803,48.9249,10-Mar-2017
120828,Escorts Income Bond-Direct Plan,48.9317,48.687,48.9317,14-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.0301,48.7849,49.0301,15-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.0656,48.8203,49.0656,16-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.0755,48.8301,49.0755,17-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.1059,48.8604,49.1059,20-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.1899,48.944,49.1899,21-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.1926,48.9466,49.1926,22-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.2986,49.0521,49.2986,23-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.3356,49.0889,49.3356,24-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.3772,49.1303,49.3772,27-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.4137,49.1666,49.4137,28-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.4096,49.1626,49.4096,29-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.4076,49.1606,49.4076,30-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.4814,49.234,49.4814,31-Mar-2017
120828,Escorts Income Bond-Direct Plan,49.4783,49.2309,49.4783,03-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5027,49.2552,49.5027,05-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.3887,49.1418,49.3887,06-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.3432,49.0965,49.3432,07-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.3225,49.0759,49.3225,10-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.4419,49.1947,49.4419,11-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.4335,49.1863,49.4335,12-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.4494,49.2022,49.4494,13-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.2936,49.0471,49.2936,17-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.3701,49.1232,49.3701,18-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.483,49.2356,49.483,19-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5034,49.2559,49.5034,20-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5225,49.2749,49.5225,21-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.532,49.0367,49.532,24-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5632,49.0676,49.5632,25-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5993,49.1033,49.5993,26-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.5257,49.0304,49.5257,27-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.4644,48.9698,49.4644,28-Apr-2017
120828,Escorts Income Bond-Direct Plan,49.412,48.9179,49.412,02-May-2017
120828,Escorts Income Bond-Direct Plan,49.4128,48.9187,49.4128,03-May-2017
120828,Escorts Income Bond-Direct Plan,49.4538,48.9593,49.4538,04-May-2017
120828,Escorts Income Bond-Direct Plan,49.3771,48.8833,49.3771,05-May-2017
120828,Escorts Income Bond-Direct Plan,49.399,48.905,49.399,08-May-2017
120828,Escorts Income Bond-Direct Plan,49.39,48.8961,49.39,09-May-2017
120828,Escorts Income Bond-Direct Plan,49.4439,48.9495,49.4439,10-May-2017
120828,Escorts Income Bond-Direct Plan,49.4174,48.9232,49.4174,11-May-2017
120828,Escorts Income Bond-Direct Plan,49.4053,48.9112,49.4053,12-May-2017
120828,Escorts Income Bond-Direct Plan,49.5434,49.048,49.5434,15-May-2017
120828,Escorts Income Bond-Direct Plan,49.5535,49.058,49.5535,16-May-2017
120828,Escorts Income Bond-Direct Plan,49.5254,49.0301,49.5254,17-May-2017
120828,Escorts Income Bond-Direct Plan,49.49,48.9951,49.49,18-May-2017
120828,Escorts Income Bond-Direct Plan,49.5418,49.0464,49.5418,19-May-2017
100176,Escorts Income Bond-Dividend,39.6937,39.4952,39.6937,01-Mar-2017
100176,Escorts Income Bond-Dividend,39.6056,39.4076,39.6056,02-Mar-2017
100176,Escorts Income Bond-Dividend,39.6312,39.433,39.6312,03-Mar-2017
100176,Escorts Income Bond-Dividend,39.6093,39.4113,39.6093,06-Mar-2017
100176,Escorts Income Bond-Dividend,39.5951,39.3971,39.5951,07-Mar-2017
100176,Escorts Income Bond-Dividend,39.5988,39.4008,39.5988,08-Mar-2017
100176,Escorts Income Bond-Dividend,39.587,39.3891,39.587,09-Mar-2017
100176,Escorts Income Bond-Dividend,39.5533,39.3555,39.5533,10-Mar-2017
100176,Escorts Income Bond-Dividend,39.5588,39.361,39.5588,14-Mar-2017
100176,Escorts Income Bond-Dividend,39.6384,39.4402,39.6384,15-Mar-2017
100176,Escorts Income Bond-Dividend,39.6671,39.4688,39.6671,16-Mar-2017
100176,Escorts Income Bond-Dividend,39.6751,39.4767,39.6751,17-Mar-2017
100176,Escorts Income Bond-Dividend,39.6997,39.5012,39.6997,20-Mar-2017
100176,Escorts Income Bond-Dividend,39.7676,39.5688,39.7676,21-Mar-2017
100176,Escorts Income Bond-Dividend,39.7697,39.5709,39.7697,22-Mar-2017
100176,Escorts Income Bond-Dividend,39.8555,39.6562,39.8555,23-Mar-2017
100176,Escorts Income Bond-Dividend,39.8853,39.6859,39.8853,24-Mar-2017
100176,Escorts Income Bond-Dividend,39.919,39.7194,39.919,27-Mar-2017
100176,Escorts Income Bond-Dividend,39.9485,39.7488,39.9485,28-Mar-2017
100176,Escorts Income Bond-Dividend,39.9452,39.7455,39.9452,29-Mar-2017
100176,Escorts Income Bond-Dividend,39.9436,39.7439,39.9436,30-Mar-2017
100176,Escorts Income Bond-Dividend,39.9032,39.7037,39.9032,31-Mar-2017
100176,Escorts Income Bond-Dividend,39.9007,39.7012,39.9007,03-Apr-2017
100176,Escorts Income Bond-Dividend,39.9204,39.7208,39.9204,05-Apr-2017
100176,Escorts Income Bond-Dividend,39.8285,39.6294,39.8285,06-Apr-2017
100176,Escorts Income Bond-Dividend,39.7918,39.5928,39.7918,07-Apr-2017
100176,Escorts Income Bond-Dividend,39.7751,39.5762,39.7751,10-Apr-2017
100176,Escorts Income Bond-Dividend,39.8717,39.6723,39.8717,11-Apr-2017
100176,Escorts Income Bond-Dividend,39.8649,39.6656,39.8649,12-Apr-2017
100176,Escorts Income Bond-Dividend,39.8777,39.6783,39.8777,13-Apr-2017
100176,Escorts Income Bond-Dividend,39.7521,39.5533,39.7521,17-Apr-2017
100176,Escorts Income Bond-Dividend,39.8137,39.6146,39.8137,18-Apr-2017
100176,Escorts Income Bond-Dividend,39.9048,39.7053,39.9048,19-Apr-2017
100176,Escorts Income Bond-Dividend,39.9213,39.7217,39.9213,20-Apr-2017
100176,Escorts Income Bond-Dividend,39.9366,39.7369,39.9366,21-Apr-2017
100176,Escorts Income Bond-Dividend,39.9443,39.5449,39.9443,24-Apr-2017
100176,Escorts Income Bond-Dividend,39.9695,39.5698,39.9695,25-Apr-2017
100176,Escorts Income Bond-Dividend,39.9986,39.5986,39.9986,26-Apr-2017
100176,Escorts Income Bond-Dividend,39.9403,39.5409,39.9403,27-Apr-2017
100176,Escorts Income Bond-Dividend,39.8898,39.4909,39.8898,28-Apr-2017
100176,Escorts Income Bond-Dividend,39.8475,39.449,39.8475,02-May-2017
100176,Escorts Income Bond-Dividend,39.7582,39.3606,39.7582,03-May-2017
100176,Escorts Income Bond-Dividend,39.7912,39.3933,39.7912,04-May-2017
100176,Escorts Income Bond-Dividend,39.7295,39.3322,39.7295,05-May-2017
100176,Escorts Income Bond-Dividend,39.7471,39.3496,39.7471,08-May-2017
100176,Escorts Income Bond-Dividend,39.7398,39.3424,39.7398,09-May-2017
100176,Escorts Income Bond-Dividend,39.7833,39.3855,39.7833,10-May-2017
100176,Escorts Income Bond-Dividend,39.763,39.3654,39.763,11-May-2017
100176,Escorts Income Bond-Dividend,39.7522,39.3547,39.7522,12-May-2017
100176,Escorts Income Bond-Dividend,39.8633,39.4647,39.8633,15-May-2017
100176,Escorts Income Bond-Dividend,39.8715,39.4728,39.8715,16-May-2017
100176,Escorts Income Bond-Dividend,39.8489,39.4504,39.8489,17-May-2017
100176,Escorts Income Bond-Dividend,39.8204,39.4222,39.8204,18-May-2017
100176,Escorts Income Bond-Dividend,39.8621,39.4635,39.8621,19-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.0611,39.8608,40.0611,01-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9731,39.7732,39.9731,02-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.999,39.799,39.999,03-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9768,39.7769,39.9768,06-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9625,39.7627,39.9625,07-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9662,39.7664,39.9662,08-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9544,39.7546,39.9544,09-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9204,39.7208,39.9204,10-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,39.9259,39.7263,39.9259,14-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.0062,39.8062,40.0062,15-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.0352,39.835,40.0352,16-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.0433,39.8431,40.0433,17-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.0681,39.8678,40.0681,20-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1366,39.9359,40.1366,21-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1388,39.9381,40.1388,22-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2254,40.0243,40.2254,23-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2555,40.0542,40.2555,24-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2894,40.088,40.2894,27-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3192,40.1176,40.3192,28-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3159,40.1143,40.3159,29-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3143,40.1127,40.3143,30-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2745,40.0731,40.2745,31-Mar-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2719,40.0705,40.2719,03-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2918,40.0903,40.2918,05-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.199,39.998,40.199,06-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.162,39.9612,40.162,07-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1452,39.9445,40.1452,10-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2427,40.0415,40.2427,11-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2358,40.0346,40.2358,12-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2487,40.0475,40.2487,13-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1219,39.9213,40.1219,17-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1842,39.9833,40.1842,18-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2762,40.0748,40.2762,19-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2927,40.0912,40.2927,20-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3082,40.1067,40.3082,21-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.316,39.9128,40.316,24-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3414,39.938,40.3414,25-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3707,39.967,40.3707,26-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.3119,39.9088,40.3119,27-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.361,39.9574,40.361,28-Apr-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2183,39.8161,40.2183,02-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1289,39.7276,40.1289,03-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1623,39.7607,40.1623,04-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1,39.699,40.1,05-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1177,39.7165,40.1177,08-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1104,39.7093,40.1104,09-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1543,39.7528,40.1543,10-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1327,39.7314,40.1327,11-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1229,39.7217,40.1229,12-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2351,39.8327,40.2351,15-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2433,39.8409,40.2433,16-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2205,39.8183,40.2205,17-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.1917,39.7898,40.1917,18-May-2017
120827,Escorts Income Bond-Dividend Option-Direct Plan Growth,40.2338,39.8315,40.2338,19-May-2017
100177,Escorts Income Bond-Growth,48.5586,48.3158,48.5586,01-Mar-2017
100177,Escorts Income Bond-Growth,48.5732,48.3303,48.5732,02-Mar-2017
100177,Escorts Income Bond-Growth,48.6046,48.3616,48.6046,03-Mar-2017
100177,Escorts Income Bond-Growth,48.5777,48.3348,48.5777,06-Mar-2017
100177,Escorts Income Bond-Growth,48.5603,48.3175,48.5603,07-Mar-2017
100177,Escorts Income Bond-Growth,48.5647,48.3219,48.5647,08-Mar-2017
100177,Escorts Income Bond-Growth,48.5503,48.3075,48.5503,09-Mar-2017
100177,Escorts Income Bond-Growth,48.509,48.2665,48.509,10-Mar-2017
100177,Escorts Income Bond-Growth,48.5158,48.2732,48.5158,14-Mar-2017
100177,Escorts Income Bond-Growth,48.6133,48.3702,48.6133,15-Mar-2017
100177,Escorts Income Bond-Growth,48.6486,48.4054,48.6486,16-Mar-2017
100177,Escorts Income Bond-Growth,48.6584,48.4151,48.6584,17-Mar-2017
100177,Escorts Income Bond-Growth,48.6885,48.4451,48.6885,20-Mar-2017
100177,Escorts Income Bond-Growth,48.7718,48.5279,48.7718,21-Mar-2017
100177,Escorts Income Bond-Growth,48.7744,48.5305,48.7744,22-Mar-2017
100177,Escorts Income Bond-Growth,48.8796,48.6352,48.8796,23-Mar-2017
100177,Escorts Income Bond-Growth,48.9162,48.6716,48.9162,24-Mar-2017
100177,Escorts Income Bond-Growth,48.9575,48.7127,48.9575,27-Mar-2017
100177,Escorts Income Bond-Growth,48.9937,48.7487,48.9937,28-Mar-2017
100177,Escorts Income Bond-Growth,48.9896,48.7447,48.9896,29-Mar-2017
100177,Escorts Income Bond-Growth,48.9877,48.7428,48.9877,30-Mar-2017
100177,Escorts Income Bond-Growth,49.0608,48.8155,49.0608,31-Mar-2017
100177,Escorts Income Bond-Growth,49.0577,48.8124,49.0577,03-Apr-2017
100177,Escorts Income Bond-Growth,49.0819,48.8365,49.0819,05-Apr-2017
100177,Escorts Income Bond-Growth,48.9689,48.7241,48.9689,06-Apr-2017
100177,Escorts Income Bond-Growth,48.9238,48.6792,48.9238,07-Apr-2017
100177,Escorts Income Bond-Growth,48.9033,48.6588,48.9033,10-Apr-2017
100177,Escorts Income Bond-Growth,49.0217,48.7766,49.0217,11-Apr-2017
100177,Escorts Income Bond-Growth,49.0133,48.7682,49.0133,12-Apr-2017
100177,Escorts Income Bond-Growth,49.0291,48.784,49.0291,13-Apr-2017
100177,Escorts Income Bond-Growth,48.8746,48.6302,48.8746,17-Apr-2017
100177,Escorts Income Bond-Growth,48.9504,48.7056,48.9504,18-Apr-2017
100177,Escorts Income Bond-Growth,49.0624,48.8171,49.0624,19-Apr-2017
100177,Escorts Income Bond-Growth,49.0827,48.8373,49.0827,20-Apr-2017
100177,Escorts Income Bond-Growth,49.1015,48.856,49.1015,21-Apr-2017
100177,Escorts Income Bond-Growth,49.111,48.6199,49.111,24-Apr-2017
100177,Escorts Income Bond-Growth,49.1419,48.6505,49.1419,25-Apr-2017
100177,Escorts Income Bond-Growth,49.1777,48.6859,49.1777,26-Apr-2017
100177,Escorts Income Bond-Growth,49.106,48.6149,49.106,27-Apr-2017
100177,Escorts Income Bond-Growth,49.044,48.5536,49.044,28-Apr-2017
100177,Escorts Income Bond-Growth,48.992,48.5021,48.992,02-May-2017
100177,Escorts Income Bond-Growth,48.9927,48.5028,48.9927,03-May-2017
100177,Escorts Income Bond-Growth,49.0335,48.5432,49.0335,04-May-2017
100177,Escorts Income Bond-Growth,48.9574,48.4678,48.9574,05-May-2017
100177,Escorts Income Bond-Growth,48.9791,48.4893,48.9791,08-May-2017
100177,Escorts Income Bond-Growth,48.9701,48.4804,48.9701,09-May-2017
100177,Escorts Income Bond-Growth,49.0237,48.5335,49.0237,10-May-2017
100177,Escorts Income Bond-Growth,48.9974,48.5074,48.9974,11-May-2017
100177,Escorts Income Bond-Growth,48.9853,48.4954,48.9853,12-May-2017
100177,Escorts Income Bond-Growth,49.1223,48.6311,49.1223,15-May-2017
100177,Escorts Income Bond-Growth,49.1323,48.641,49.1323,16-May-2017
100177,Escorts Income Bond-Growth,49.1045,48.6135,49.1045,17-May-2017
100177,Escorts Income Bond-Growth,49.0694,48.5787,49.0694,18-May-2017
100177,Escorts Income Bond-Growth,49.1207,48.6295,49.1207,19-May-2017
100173,Escorts Income Plan-Bonus,28.4337,28.2915,28.4337,01-Mar-2017
100173,Escorts Income Plan-Bonus,28.4403,28.2981,28.4403,02-Mar-2017
100173,Escorts Income Plan-Bonus,28.4535,28.3112,28.4535,03-Mar-2017
100173,Escorts Income Plan-Bonus,28.497,28.3545,28.497,06-Mar-2017
100173,Escorts Income Plan-Bonus,28.503,28.3605,28.503,07-Mar-2017
100173,Escorts Income Plan-Bonus,28.4931,28.3506,28.4931,08-Mar-2017
100173,Escorts Income Plan-Bonus,28.4947,28.3522,28.4947,09-Mar-2017
100173,Escorts Income Plan-Bonus,28.4454,28.3032,28.4454,10-Mar-2017
100173,Escorts Income Plan-Bonus,28.4485,28.3063,28.4485,14-Mar-2017
100173,Escorts Income Plan-Bonus,28.475,28.3326,28.475,15-Mar-2017
100173,Escorts Income Plan-Bonus,28.5067,28.3642,28.5067,16-Mar-2017
100173,Escorts Income Plan-Bonus,28.5189,28.3763,28.5189,17-Mar-2017
100173,Escorts Income Plan-Bonus,28.5286,28.386,28.5286,20-Mar-2017
100173,Escorts Income Plan-Bonus,28.5549,28.4121,28.5549,21-Mar-2017
100173,Escorts Income Plan-Bonus,28.625,28.4819,28.625,22-Mar-2017
100173,Escorts Income Plan-Bonus,28.6174,28.4743,28.6174,23-Mar-2017
100173,Escorts Income Plan-Bonus,28.6502,28.5069,28.6502,24-Mar-2017
100173,Escorts Income Plan-Bonus,28.7081,28.5646,28.7081,27-Mar-2017
100173,Escorts Income Plan-Bonus,28.7151,28.5715,28.7151,28-Mar-2017
100173,Escorts Income Plan-Bonus,28.6916,28.5481,28.6916,29-Mar-2017
100173,Escorts Income Plan-Bonus,28.6777,28.5343,28.6777,30-Mar-2017
100173,Escorts Income Plan-Bonus,28.685,28.5416,28.685,31-Mar-2017
100173,Escorts Income Plan-Bonus,28.688,28.5446,28.688,03-Apr-2017
100173,Escorts Income Plan-Bonus,28.6756,28.5322,28.6756,05-Apr-2017
100173,Escorts Income Plan-Bonus,28.5634,28.4206,28.5634,06-Apr-2017
100173,Escorts Income Plan-Bonus,28.541,28.3983,28.541,07-Apr-2017
100173,Escorts Income Plan-Bonus,28.5679,28.4251,28.5679,10-Apr-2017
100173,Escorts Income Plan-Bonus,28.5875,28.4446,28.5875,11-Apr-2017
100173,Escorts Income Plan-Bonus,28.6432,28.5,28.6432,12-Apr-2017
100173,Escorts Income Plan-Bonus,28.667,28.5237,28.667,13-Apr-2017
100173,Escorts Income Plan-Bonus,28.6592,28.5159,28.6592,17-Apr-2017
100173,Escorts Income Plan-Bonus,28.6903,28.5468,28.6903,18-Apr-2017
100173,Escorts Income Plan-Bonus,28.6584,28.5151,28.6584,19-Apr-2017
100173,Escorts Income Plan-Bonus,28.6975,28.554,28.6975,20-Apr-2017
100173,Escorts Income Plan-Bonus,28.6725,28.5291,28.6725,21-Apr-2017
100173,Escorts Income Plan-Bonus,28.7228,28.4356,28.7228,24-Apr-2017
100173,Escorts Income Plan-Bonus,28.8291,28.5408,28.8291,25-Apr-2017
100173,Escorts Income Plan-Bonus,28.8463,28.5578,28.8463,26-Apr-2017
100173,Escorts Income Plan-Bonus,28.8342,28.5459,28.8342,27-Apr-2017
100173,Escorts Income Plan-Bonus,28.8103,28.5222,28.8103,28-Apr-2017
100173,Escorts Income Plan-Bonus,28.7934,28.5055,28.7934,02-May-2017
100173,Escorts Income Plan-Bonus,28.8353,28.5469,28.8353,03-May-2017
100173,Escorts Income Plan-Bonus,28.7987,28.5107,28.7987,04-May-2017
100173,Escorts Income Plan-Bonus,28.8221,28.5339,28.8221,05-May-2017
100173,Escorts Income Plan-Bonus,28.9148,28.6257,28.9148,08-May-2017
100173,Escorts Income Plan-Bonus,28.9123,28.6232,28.9123,09-May-2017
100173,Escorts Income Plan-Bonus,28.9628,28.6732,28.9628,10-May-2017
100173,Escorts Income Plan-Bonus,28.979,28.6892,28.979,11-May-2017
100173,Escorts Income Plan-Bonus,29.0416,28.7512,29.0416,12-May-2017
100173,Escorts Income Plan-Bonus,29.2349,28.9426,29.2349,15-May-2017
100173,Escorts Income Plan-Bonus,29.1469,28.8554,29.1469,16-May-2017
100173,Escorts Income Plan-Bonus,29.1649,28.8733,29.1649,17-May-2017
100173,Escorts Income Plan-Bonus,29.1323,28.841,29.1323,18-May-2017
100173,Escorts Income Plan-Bonus,29.1035,28.8125,29.1035,19-May-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4337,28.2915,28.4337,01-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4403,28.2981,28.4403,02-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4535,28.3112,28.4535,03-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.497,28.3545,28.497,06-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.503,28.3605,28.503,07-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4931,28.3506,28.4931,08-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4947,28.3522,28.4947,09-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4454,28.3032,28.4454,10-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.4485,28.3063,28.4485,14-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.475,28.3326,28.475,15-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5067,28.3642,28.5067,16-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5189,28.3763,28.5189,17-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5286,28.386,28.5286,20-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5549,28.4121,28.5549,21-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.625,28.4819,28.625,22-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6174,28.4743,28.6174,23-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6502,28.5069,28.6502,24-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.7081,28.5646,28.7081,27-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.7151,28.5715,28.7151,28-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6916,28.5481,28.6916,29-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6777,28.5343,28.6777,30-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.685,28.5416,28.685,31-Mar-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.688,28.5446,28.688,03-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6756,28.5322,28.6756,05-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5634,28.4206,28.5634,06-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.541,28.3983,28.541,07-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5679,28.4251,28.5679,10-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.5875,28.4446,28.5875,11-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6432,28.5,28.6432,12-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.667,28.5237,28.667,13-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6592,28.5159,28.6592,17-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6903,28.5468,28.6903,18-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6584,28.5151,28.6584,19-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6975,28.554,28.6975,20-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.6725,28.5291,28.6725,21-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.7228,28.4356,28.7228,24-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.8291,28.5408,28.8291,25-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.8463,28.5578,28.8463,26-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.8342,28.5459,28.8342,27-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.8103,28.5222,28.8103,28-Apr-2017
120831,Escorts Income Plan-Bonus Option-Direct Plan,28.7934,28.5055,28.7934,02-May-2017
